scrappedUrl	eventname	startdate	enddate	timing	eventinfo	ticketlist	orgProfile	orgname	orgweb	logo	sposor	agendalist	type	category	city	country	venue	event_website	googlePlaceUrl	ContactMail	Speakerlist	online_event
https://www.imperial.ac.uk/events/153541/suppression-of-resonance-in-shallow-cavities-a-case-study-in-aerodynamic-flow-control/	Suppression of Resonance in Shallow Cavities. A Case Study in Aerodynamic Flow Control	2022-11-16	2022-11-16	"[{""type"": ""general"", ""Start_time"": ""05:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	During landing, when the engines operate at reduced power, a prominent source of aerodynamic noise is located at the landing gear bay, due to the occurrence of self-sustained oscillations in a resonant cavity. Suppressions of these oscillations may result in a significant reduction of overall aircraft noise during landing.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/153541/suppression-of-resonance-in-shallow-cavities-a-case-study-in-aerodynamic-flow-control/		"[""g.rigas@imperial.ac.uk""]"	"[{""name"": ""Professor Andrea Serrani"", ""title"": ""Professor, Electrical and Computer Engineering"", ""link"": ""https://ece.osu.edu/people/serrani.1""}]"	1
https://www.imperial.ac.uk/events/154017/progression-from-m-tuberculosis-infection-to-tb-disease/	“Progression from M. tuberculosis infection to TB disease”	2022-11-16	2022-11-16	"[{""type"": ""general"", ""Start_time"": ""05:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	The Centre for Paediatrics is delighted to host this special guest lecture on TB progression from Professor Tom Scriba.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Medical School, St Mary's Campus	https://www.imperial.ac.uk/events/154017/progression-from-m-tuberculosis-infection-to-tb-disease/	https://www.google.com/maps?q=Medical+School,+St+Mary%27s+Campus+&sa=X&ved=2ahUKEwj6jcrc27D7AhU54jgGHXQRD3gQ0pQJegQIChAB	"[""cfpach@imperial.ac.uk""]"	"[{""name"": ""Thomas Scriba"", ""title"": ""Deputy Director (Immunology), South African Tuberculosis Vaccine Initiative (SATVI)"", ""link"": ""http://www.idm.uct.ac.za/Thomas_Scriba""}]"	0
https://www.imperial.ac.uk/events/155800/number-theory-seminars-11-6/	Number Theory Seminars	2022-11-16	2022-11-16	"[{""type"": ""general"", ""Start_time"": ""05:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Number Theory Seminars  2022-11-16 - 2022-11-16	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/155800/number-theory-seminars-11-6/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwimrqzp27D7AhUd8TgGHQCkCrIQ0pQJegQIEBAB	"[""t.gee@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/155806/london-logic-seminar-gabriel-ng/	London Logic Seminar – Gabriel Ng	2022-11-16	2022-11-16	"[{""type"": ""general"", ""Start_time"": ""05:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	London Logic Seminar – Gabriel Ng  2022-11-16 - 2022-11-16	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/155806/london-logic-seminar-gabriel-ng/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwifgZ6C3LD7AhXVtWMGHc76Bz0Q0pQJegQIEBAB	"[""m.kamsma@imperial.ac.uk""]"	"[{""name"": ""Gabriel Ng"", ""title"": """", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/154694/women-in-action-how-do-you-create-true-gender-diversity-when-no-two-people-are-the-same/	Women In Action: How do you create true gender diversity when no two people are the same?	2022-11-16	2022-11-16	"[{""type"": ""general"", ""Start_time"": ""06:00PM"", ""end_time"": ""08:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Join the Women In Action network at this informal event, focusing on gender diversity.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	College Main Entrance, South Kensington Campus	https://www.imperial.ac.uk/events/154694/women-in-action-how-do-you-create-true-gender-diversity-when-no-two-people-are-the-same/	https://www.google.com/maps?q=College+Main+Entrance,+South+Kensington+Campus+&sa=X&ved=2ahUKEwilruiQ3LD7AhUBwzgGHY9UCIEQ0pQJegQICxAB	"[""e.pengelly@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/154630/my-plan-b/	My Plan B.	2022-11-16	2022-11-16	"[{""type"": ""general"", ""Start_time"": ""06:30PM"", ""end_time"": ""07:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Join Professor Alastair Donaldson, online or in person, for his Imperial Inaugural.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	City and Guilds Building, South Kensington Campus	https://www.imperial.ac.uk/events/154630/my-plan-b/	https://www.google.com/maps?q=City+and+Guilds+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjM6vyl3LD7AhUdyzgGHVZjA28Q0pQJegQIChAB	"[""megan.carter@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/151522/nanoplasmonic-solar-energy-conversion/	Nanoplasmonic solar energy conversion	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""01:00PM"", ""end_time"": ""02:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Localized surface plasmons in metallic nanoparticles give rise to very strong light absorption.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Electrical & Electronic Engineering, South Kensington Campus	https://www.imperial.ac.uk/events/151522/nanoplasmonic-solar-energy-conversion/	https://www.google.com/maps?q=Electrical+%26+Electronic+Engineering,+South+Kensington+Campus+&sa=X&ved=2ahUKEwj6lOW53LD7AhVEtmMGHRB4C0wQ0pQJegQIDRAB	"[""l.mcdermott@imperial.ac.uk""]"	"[{""name"": ""Dr Johannes Lischner"", ""title"": """", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/153559/the-asteroid-ryugu-an-organic-geochemical-perspective/	The asteroid Ryugu: An organic geochemical perspective	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""01:15PM"", ""end_time"": ""02:15PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Or on Microsoft Teams: Christian Potiszil Seminar	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Royal School Of Mines, South Kensington Campus	https://www.imperial.ac.uk/events/153559/the-asteroid-ryugu-an-organic-geochemical-perspective/	https://www.google.com/maps?q=Royal+School+Of+Mines,+South+Kensington+Campus+&sa=X&ved=2ahUKEwiN0sfJ3LD7AhWW7TgGHdVYB68Q0pQJegQIEBAB	"[""j.p.latham@imperial.ac.uk"", ""v.laurent@imperial.ac.uk""]"	"[{""name"": ""Christian Potiszil"", ""title"": ""Assistant Professor in cosmochemistry"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/118781/a-time-to-remember/	A time to remember those we have known and loved who have died (Non-religious Event): Online & In-Person	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""01:30PM"", ""end_time"": ""02:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	A time to remember those we have known and loved who have died.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Chaplaincy Multi-Faith Centre Imperial College London	https://www.imperial.ac.uk/events/118781/a-time-to-remember/	https://www.google.com/maps?q=Chaplaincy+Multi-Faith+Centre+Imperial+College+London+&sa=X&ved=2ahUKEwjv4NfT3LD7AhXt-jgGHSxWD-EQ0pQJegQICBAB	"[""chaplaincy@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/148898/temperature-adaptation-functions-of-biomolecular-condensates/	Temperature adaptation functions of biomolecular condensates	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""01:30PM"", ""end_time"": ""02:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Amy Gladfelter is a quantitative cell biologist and a Professor of Biology at the University of North Carolina at Chapel Hill.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Sir Alexander Fleming Building, South Kensington Campus	https://www.imperial.ac.uk/events/148898/temperature-adaptation-functions-of-biomolecular-condensates/	https://www.google.com/maps?q=Sir+Alexander+Fleming+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwiGp4bn3LD7AhXN1zgGHU5GCTUQ0pQJegQIChAB	"[""n.tingley@imperial.ac.uk""]"	"[{""name"": ""Dr Amy Gladfelter"", ""title"": ""Associate Professor of Biology"", ""link"": ""https://gladfelterlab.web.unc.edu/""}]"	0
https://www.imperial.ac.uk/events/151548/lunchtime-concert-minerva-trio/	Lunchtime concert – Minerva Trio	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""02:45PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Lunchtime Concert – Minerva Trio  2022-11-17 - 2022-11-17	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Sherfield Building, South Kensington Campus	https://www.imperial.ac.uk/events/151548/lunchtime-concert-minerva-trio/	https://www.google.com/maps?q=Sherfield+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjS6Kzy3LD7AhWpt2MGHWt8DxMQ0pQJegQICRAB	"[""n.andersoneyles@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/153322/centre-for-paediatrics-and-child-health-paech-2nd-anniversary-symposium/	Centre for Paediatrics and Child Health (PaeCH) 2nd Anniversary Symposium	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	We warmly invite you to join us for a symposium to mark the second anniversary of the Imperial Centre for Paediatrics and Child Health (PaeCH) to be held on Thursday November 17, between 1-5pm.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Medical School, St Mary's Campus	https://www.imperial.ac.uk/events/153322/centre-for-paediatrics-and-child-health-paech-2nd-anniversary-symposium/	https://www.google.com/maps?q=Medical+School,+St+Mary%27s+Campus+&sa=X&ved=2ahUKEwjJwZiF3bD7AhV5TWwGHTYQDZwQ0pQJegQIEBAB	"[""cfpach@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/151898/michael-herty/	Michael Herty: Kinetic Differential Equations for Residual Neural Networks	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""03:00PM"", ""end_time"": ""04:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Nowadays, neural networks are widely used in many applications as artificial intelligence models for learning tasks.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/151898/michael-herty/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwi4hOSY3bD7AhUSR2wGHd5mDqwQ0pQJegQIEBAB	"[""m.coti-zelati@imperial.ac.uk""]"	"[{""name"": ""Michael Herty"", ""title"": ""RWTH Aachen University"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/155459/materials-seminar-coupling-species-migration-and-phase-transformation-in-strained-solids/	Coupling species migration and phase transformation in strained solids	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""03:00PM"", ""end_time"": ""04:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Abstract. Multicomponent materials such as polymer gels and interstitial solid solutions have in common the nature of their constituents: they are composed of a  host solid of fixed composition and guest species that can move through the interstitial space of the host constituent. Such a  material has a definite shape inherited from the host component and variable composition since the number of guest species can change. Hence, modeling the behavior of this type of solid body requires a proper treatment of mechanical and chemical phenomena brought about by changes in shape and composition, a task that can become still more complicated in the presence of phase transformations.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Skempton Building, South Kensington Campus	https://www.imperial.ac.uk/events/155459/materials-seminar-coupling-species-migration-and-phase-transformation-in-strained-solids/	https://www.google.com/maps?q=Skempton+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwj339al3bD7AhVYT2wGHVX0BKwQ0pQJegQIBhAB	"[""e.martinez-paneda@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/152800/tatiana-codreanu-transdisciplinary-approach-to-analysing-video-data/	Tatiana Codreanu: Transdisciplinary approach to analysing video data	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""03:30PM"", ""end_time"": ""04:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	This research seminar aims to present the transdisciplinary approach used to multimodal and plurisemiotic interaction data across different mediums (videoconferencing platform, Kubi and Awabot remote presence bots).	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Sherfield Building, South Kensington Campus	https://www.imperial.ac.uk/events/152800/tatiana-codreanu-transdisciplinary-approach-to-analysing-video-data/	https://www.google.com/maps?q=Sherfield+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjUjfW43bD7AhVAUGwGHWbgB2kQ0pQJegQICRAB	"[""S.Ekudo@imperial.ac.uk""]"	"[{""name"": ""Dr Tatiana Codreanu"", ""title"": """", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/153254/brainstem-nuclei-atlasing-and-connectomics-in-health-and-disease/	Brainstem nuclei atlasing and connectomics in health and disease	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""05:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	On Thursday 17 November, 16:00-17:00, Dr Marta Bianciardi (Harvard University) will deliver a talk entitled: ‘Brainstem nuclei atlasing and connectomics in health and disease’.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/153254/brainstem-nuclei-atlasing-and-connectomics-in-health-and-disease/		"[""stefano.sandrone@imperial.ac.uk""]"		1
