scrappedUrl	eventname	startdate	enddate	timing	eventinfo	ticketlist	orgProfile	orgname	orgweb	logo	sponsor	agendalist	type	category	city	country	venue	event_website	googlePlaceUrl	ContactMail	Speakerlist	online_event
https://rxglobal.com/events	Infosecurity Mexico	2022-10-05	2022-10-06		Infosecurity Mexico The Americas  Mexico  Mexico City 5th - 6th October 2022 Centro Citibanamex Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Mexico City	 Mexico 	Centro Citibanamex	http://www.infosecuritymexico.com/	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS42GLkQS9ZVAsjkWUQwnecFvjWjd5l&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFiNAWC_AWgAcAB4AIABAIgBAJIBAJgBAKABAQ&q=Centro+Citibanamex++Mexico+City++Mexico&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjPnOqaprj6AhUTRmwGHQOGCoAQ_AUoAXoECAMQAw	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	Industrial AI/IoT Expo - AIoTex	2022-10-05	2022-10-07		Industrial AI/IoT Expo - AIoTex Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.manufacturing-world.jp/hub/en-gb/about/aiotex.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS48YD_D8_vw5jIggoKlP02oRV8PnAm&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhaYIcBaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwiJkImnprj6AhUwUGwGHdmQDi4Q_AUoA3oECAIQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	Additive Manufacturing Expo - AM Japan	2022-10-05	2022-10-07		Additive Manufacturing Expo - AM Japan Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.manufacturing-world.jp/hub/en-gb/about/am.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS5BAlSpEcKGf83kS2Uwypg9YFBZsHq&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhfYIABaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwi7t-Ovprj6AhXXUGwGHSTiBCQQ_AUoA3oECAEQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	Aerospace Technology & Components Expo -AeroTech	2022-10-05	2022-10-07		Aerospace Technology & Components Expo -AeroTech Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.manufacturing-world.jp/hub/en-gb/about/aerotech.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS5Ff17vO2nMD4tXZPVwyps8o_ggLcY&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhfYIwBaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwiSxKS4prj6AhXXUGwGHdQIBtMQ_AUoA3oECAIQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	Manufacturing Digital Transformation Expo MDX	2022-10-05	2022-10-07		Manufacturing Digital Transformation Expo MDX Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.manufacturing-world.jp/hub/en-gb/about/mdx.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS5Jmqvfr8eygNWf7rC9LVm2EapUNZL&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhaYI4BaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwic9vq_prj6AhW1RmwGHSq7Cn0Q_AUoA3oECAIQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	Measure/Test/Sensor Expo - MTS	2022-10-05	2022-10-07		Measure/Test/Sensor Expo - MTS Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.manufacturing-world.jp/hub/en-gb/about/mts.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS5NvnHx7DTZWU2DbXA9mUodnYyHdtx&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhaYHpoAHAAeACAAQCIAQCSAQCYAQCgAQE&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjr4OPHprj6AhW4RWwGHQk5AAAQ_AUoA3oECAIQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	Industrial ODM/EMS Expo	2022-10-05	2022-10-07		Industrial ODM/EMS Expo Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.manufacturing-world.jp/hub/en-gb/about/odm.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS5SgpdYoCMnyKQmPCxbKBX0wkzQKfd&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhdYIEBaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjClZrRprj6AhUrRmwGHeATBt0Q_AUoA3oECAEQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	DESIGN ENGINEERING & MANUFACTURING SOLUTIONS EXPO OSAKA (DMS)	2022-10-05	2022-10-07		DESIGN ENGINEERING & MANUFACTURING SOLUTIONS EXPO OSAKA (DMS) Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.japan-mfg-kansai.jp/en-gb/about/dms.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS5cXdMyFtH9DKRzyvSKTQYEwRKajKB&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhYYIMBaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjPiNXjprj6AhW1TGwGHc4WANUQ_AUoA3oECAIQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	MECHANICAL COMPONENTS & MATERIALS TECHNOLOGY EXPO OSAKA (M-TECH)	2022-10-05	2022-10-07		MECHANICAL COMPONENTS & MATERIALS TECHNOLOGY EXPO OSAKA (M-TECH) Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.japan-mfg-kansai.jp/en-gb/about/mtech.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS5hpqR-t5mevwUQD4ZHlxHRfPBQwXK&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhgYIMBaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=INTEX+Osaka++Osaka++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwj2y4Puprj6AhVscGwGHd8kAxUQ_AUoA3oECAIQBQ	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	MEDICAL DEVICE DEVELOPMENT EXPO (MEDIX OSAKA)	2022-10-05	2022-10-07		MEDICAL DEVICE DEVELOPMENT EXPO (MEDIX OSAKA) Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.japan-mfg-kansai.jp/en-gb/about/medix.html	https://www.google.com/maps/search/INTEX+Osaka++Osaka++Japan/@34.6373246,135.4178965,17z/data=!3m1!4b1	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	FACTORY FACILITIES & EQUIPMENT EXPO OSAKA (FacTex)	2022-10-05	2022-10-07		FACTORY FACILITIES & EQUIPMENT EXPO OSAKA (FacTex) Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.japan-mfg-kansai.jp/en-gb/about/factex.html	https://www.google.com/maps/search/INTEX+Osaka++Osaka++Japan/@34.6373246,135.4178965,17z/data=!3m1!4b1	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	INDUSTRIAL AI/Iot/EXPO OSAKA (AIoTex)	2022-10-05	2022-10-07		INDUSTRIAL AI/Iot/EXPO OSAKA (AIoTex) Asia  Japan  Osaka 5th - 7th October 2022 INTEX Osaka Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Osaka	 Japan 	INTEX Osaka	https://www.japan-mfg-kansai.jp/en-gb/about/aiotex.html	https://www.google.com/maps/search/INTEX+Osaka++Osaka++Japan/@34.6373246,135.4178965,17z/data=!3m1!4b1	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	METALEX Vietnam	2022-10-06	2022-10-08		METALEX Vietnam Asia  Vietnam  Ho Chi Minh City 6th - 8th October 2022 S.E.C.C. (TT Hoi Cho va Trien lam Saigon) Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Ho Chi Minh City	 Vietnam 	S.E.C.C. (TT Hoi Cho va Trien lam Saigon)	http://www.metalexvietnam.com/	https://www.google.com/maps/place/Saigon+Exhibition+and+Convention+Center/@10.7306572,106.7191549,17z/data=!3m1!4b1!4m5!3m4!1s0x31752f884b977323:0x12bab2d8a70949ca!8m2!3d10.7306572!4d106.7213436	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	PAX Australia	2022-10-07	2022-10-09		PAX Australia Asia  Australia  Melbourne 7th - 9th October 2022 Melbourne Convention & Exhibition Centre Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Melbourne	 Australia 	Melbourne Convention & Exhibition Centre	http://aus.paxsite.com/	https://www.google.com/maps/place/Melbourne+Convention+and+Exhibition+Centre+(MCEC)/@-37.8252393,144.9497279,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d5173a284b5:0x958eeaf04deea384!8m2!3d-37.8252393!4d144.9519166	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	New York Comic Con	2022-10-06	2022-10-09		New York Comic Con The Americas  United States  New York City 6th - 9th October 2022 Jacob K. Javits Convention Center Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 New York City	 United States 	Jacob K. Javits Convention Center	http://www.newyorkcomiccon.com/	https://www.google.com/maps/search/Jacob+K.+Javits+Convention+Center++New+York+City++United+States/@40.7369584,-74.0197535,14z/data=!3m1!4b1	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	IndiaCorr Expo - SinoCorrugated	2022-10-08	2022-10-10		Hybrid IndiaCorr Expo - SinoCorrugated Asia  India  Greater Noida 8th - 10th October 2022 India Expo Centre & Mart Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/									http://www.indiacorrexpo.com/		"['""rxinfo@reedexpo.co.uk""']"		1
https://rxglobal.com/events	Bar Convent Berlin	2022-10-10	2022-10-12		Bar Convent Berlin Europe  Germany  Berlin 10th - 12th October 2022 Exhibition Centre Berlin Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Berlin	 Germany 	Exhibition Centre Berlin	https://www.barconvent.com/	https://www.google.com/maps/place/Messe+Berlin/@52.5044775,13.2783773,17z/data=!3m1!4b1!4m5!3m4!1s0x47a8573325fcd5dd:0x6a26f55e4031f88d!8m2!3d52.5044775!4d13.280566	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	Global Gaming Expo (G2E)	2022-10-10	2022-10-13		Global Gaming Expo (G2E) The Americas  United States  Las Vegas 10th - 13th October 2022 The Venetian Convention & Expo Center Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Las Vegas	 United States 	The Venetian Convention & Expo Center	http://www.globalgamingexpo.com/	https://www.google.com/maps/place/The+Venetian+Expo/@36.1227567,-115.1685067,17z/data=!3m1!4b1!4m5!3m4!1s0x80c8c4407d46f103:0x1f9bff65965de358!8m2!3d36.1227567!4d-115.166318	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	FASTENER FAIR MEXICO	2022-10-10	2022-10-13		FASTENER FAIR MEXICO The Americas  Mexico  Guadalajara 10th - 13th October 2022 Expo Guadalajara Exhibition Center Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Guadalajara	 Mexico 	Expo Guadalajara Exhibition Center	https://www.fastenerfairmexico.com/	https://www.google.com/maps/place/Expo+Guadalajara/@20.6530556,-103.3935776,17z/data=!3m1!4b1!4m5!3m4!1s0x8428addaf761b92d:0x2f0e04ac2a4f3e36!8m2!3d20.6530556!4d-103.3913889	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	WAME	2022-10-12	2022-10-13		WAME Asia  Australia  Perth 12th - 13th October 2022 Perth Convention & Exhibitions Centre Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Perth	 Australia 	Perth Convention & Exhibitions Centre	http://www.waminingexpo.com.au/	https://www.google.com/maps/place/Perth+Convention+and+Exhibition+Centre/@-31.9567189,115.8501896,17z/data=!3m1!4b1!4m5!3m4!1s0x2a32bad54d7fc78b:0x1d92de11f8b102c1!8m2!3d-31.9567189!4d115.8523783	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	AGRI WEEK TOKYO	2022-10-12	2022-10-14		AGRI WEEK TOKYO Asia  Japan  Chiba 12th - 14th October 2022 Makuhari Messe Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Chiba	 Japan 	Makuhari Messe	https://www.agriexpo-tokyo.jp/en-gb.html	https://www.google.com/maps/place/Makuhari+Messe/@35.6482,140.0324816,17z/data=!3m1!4b1!4m5!3m4!1s0x6022821fd52ebfdf:0xcec0c09c4bed45e0!8m2!3d35.6482!4d140.0346703	"['""rxinfo@reedexpo.co.uk""']"		0
https://rxglobal.com/events	International Hardware & Tools Expo Tokyo (TOOL JAPAN)	2022-10-12	2022-10-14		International Hardware & Tools Expo Tokyo (TOOL JAPAN) Asia  Japan  Chiba 12th - 14th October 2022 Makuhari Messe Event website		We are in the business of building businesses so everyone can thrive whoever and wherever you are. Our flagship events will always be our pride and focus, but we're now building on these creating year-round communities with shared passions and purpose, designed to help businesses and people grow continually.	Rxglobal	https://rxglobal.com/						 Chiba	 Japan 	Makuhari Messe	https://www.tooljapan.jp/en-gb.html	https://www.google.com/maps?iflsig=AJiK0e8AAAAAYzS7O6S6F4LYRrKP5mOVLaoHdnSB3Vxb&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFhmYJQBaABwAHgAgAEAiAEAkgEAmAEAoAEB&q=Makuhari+Messe++Chiba++Japan&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjS96S-qLj6AhVJSGwGHdDLDfEQ_AUoAnoECAIQBA	"['""rxinfo@reedexpo.co.uk""']"		0
